********************* February 18 Observing Session - beginning 21:12:39 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1645219447|Feb 18 21:24:07||0.300288
1645219448|Feb 18 21:24:08||0.294400
1645219449|Feb 18 21:24:09||0.285696
1645219451|Feb 18 21:24:11||0.316928
1645219452|Feb 18 21:24:12||0.293888
1645219453|Feb 18 21:24:13||0.312064
1645219455|Feb 18 21:24:15||15.273728
1645219456|Feb 18 21:24:16||0.351232
1645219458|Feb 18 21:24:18||0.296192
1645219459|Feb 18 21:24:19||0.373248
1645219460|Feb 18 21:24:20||0.414720
1645219462|Feb 18 21:24:22||0.281088
1645219463|Feb 18 21:24:23||0.272384
1645219465|Feb 18 21:24:25||0.290560
1645219466|Feb 18 21:24:26||0.324864
1645219467|Feb 18 21:24:27||0.313856
1645219469|Feb 18 21:24:29||0.298496
1645219470|Feb 18 21:24:30||0.297984
1645219472|Feb 18 21:24:32||0.270336
1645219473|Feb 18 21:24:33||0.329216
1645219474|Feb 18 21:24:34||0.287488
1645219476|Feb 18 21:24:36||0.295168
1645219477|Feb 18 21:24:37||0.297728
1645219478|Feb 18 21:24:38||0.257792
1645219480|Feb 18 21:24:40||0.264192
1645219481|Feb 18 21:24:41||0.270336
1645219483|Feb 18 21:24:43||0.286720
1645219484|Feb 18 21:24:44||0.314880
1645219485|Feb 18 21:24:45||0.269824
1645219487|Feb 18 21:24:47||0.345856
1645219488|Feb 18 21:24:48||0.297984
1645219490|Feb 18 21:24:50||0.281856
1645219491|Feb 18 21:24:51||0.271616
1645219492|Feb 18 21:24:52||0.269056
1645219494|Feb 18 21:24:54||0.287488
1645219495|Feb 18 21:24:55||0.269312
1645219497|Feb 18 21:24:57||0.299520
1645219498|Feb 18 21:24:58||0.298240
1645219499|Feb 18 21:24:59||0.286720
1645219501|Feb 18 21:25:01||0.291584
1645219502|Feb 18 21:25:02||0.267008
1645219503|Feb 18 21:25:03||0.286208
1645219505|Feb 18 21:25:05||0.279296
1645219506|Feb 18 21:25:06||0.284416
1645219508|Feb 18 21:25:08||0.293632
1645219509|Feb 18 21:25:09||0.286720
1645219510|Feb 18 21:25:10||0.295168
1645219512|Feb 18 21:25:12||0.315904
1645219513|Feb 18 21:25:13||0.313088
1645219515|Feb 18 21:25:15||0.268800
1645219516|Feb 18 21:25:16||0.297728
1645219517|Feb 18 21:25:17||0.271616
1645219519|Feb 18 21:25:19||0.282112
1645219520|Feb 18 21:25:20||0.321280
1645219521|Feb 18 21:25:21||0.290816
1645219523|Feb 18 21:25:23||0.283136
1645219524|Feb 18 21:25:24||0.283904
1645219526|Feb 18 21:25:26||0.285440
1645219527|Feb 18 21:25:27||0.262400
1645219528|Feb 18 21:25:28||0.270336
1645219530|Feb 18 21:25:30||0.302336
1645219531|Feb 18 21:25:31||0.306688
1645219533|Feb 18 21:25:33||0.274432
1645219534|Feb 18 21:25:34||0.348160
1645219535|Feb 18 21:25:35||0.292864
1645219537|Feb 18 21:25:37||0.338432
1645219538|Feb 18 21:25:38||0.280320
1645219539|Feb 18 21:25:39||0.292864
1645219541|Feb 18 21:25:41||0.290560
1645219542|Feb 18 21:25:42||0.285696
1645219544|Feb 18 21:25:44||0.343808
1645219545|Feb 18 21:25:45||0.290304
1645219546|Feb 18 21:25:46||0.328704
1645219548|Feb 18 21:25:48||0.279552
1645219549|Feb 18 21:25:49||0.349696
1645219551|Feb 18 21:25:51||0.308736
1645219552|Feb 18 21:25:52||0.301824
1645219553|Feb 18 21:25:53||0.299520
1645219555|Feb 18 21:25:55||0.350720
1645219556|Feb 18 21:25:56||0.288768
1645219558|Feb 18 21:25:58||0.299520
1645219559|Feb 18 21:25:59||0.292608
1645219560|Feb 18 21:26:00||0.279296
1645219562|Feb 18 21:26:02||0.289280
1645219563|Feb 18 21:26:03||0.293120
1645219564|Feb 18 21:26:04||0.284672
1645219566|Feb 18 21:26:06||0.281600
1645219567|Feb 18 21:26:07||0.311552
1645219569|Feb 18 21:26:09||0.285184
1645219570|Feb 18 21:26:10||0.288256
1645219571|Feb 18 21:26:11||0.356352
1645219573|Feb 18 21:26:13||0.262912
1645219574|Feb 18 21:26:14||0.300800
1645219576|Feb 18 21:26:16||0.281600
1645219577|Feb 18 21:26:17||0.299008
1645219578|Feb 18 21:26:18||0.332032
1645219580|Feb 18 21:26:20||0.286208
1645219581|Feb 18 21:26:21||0.374272
1645219583|Feb 18 21:26:23||0.283648
1645219584|Feb 18 21:26:24||0.284928
1645219585|Feb 18 21:26:25||0.307968
1645219587|Feb 18 21:26:27||0.282112
1645219588|Feb 18 21:26:28||0.371456
1645219589|Feb 18 21:26:29||0.267776
1645219591|Feb 18 21:26:31||0.290560
1645219592|Feb 18 21:26:32||0.300800
1645219594|Feb 18 21:26:34||0.270848
1645219595|Feb 18 21:26:35||0.318976
1645219596|Feb 18 21:26:36||0.284928
1645219598|Feb 18 21:26:38||0.273152
1645219599|Feb 18 21:26:39||0.273664
1645219601|Feb 18 21:26:41||0.328192
1645219602|Feb 18 21:26:42||0.286464
1645219603|Feb 18 21:26:43||0.270336
1645219605|Feb 18 21:26:45||0.300288
1645219606|Feb 18 21:26:46||3.676672
1645219607|Feb 18 21:26:47||0.377856
1645219609|Feb 18 21:26:49||0.280576
1645219610|Feb 18 21:26:50||0.302080
1645219612|Feb 18 21:26:52||0.314368
1645219613|Feb 18 21:26:53||0.296192
1645219614|Feb 18 21:26:54||0.271360
1645219616|Feb 18 21:26:56||0.284416
1645219617|Feb 18 21:26:57||0.276736
1645219619|Feb 18 21:26:59||0.284160
1645219620|Feb 18 21:27:00||0.348672
1645219621|Feb 18 21:27:01||0.315392
1645219623|Feb 18 21:27:03||0.280576
1645219624|Feb 18 21:27:04||0.286208
1645219625|Feb 18 21:27:05||0.302080
1645219627|Feb 18 21:27:07||0.267264
1645219628|Feb 18 21:27:08||0.305152
1645219630|Feb 18 21:27:10||0.319232
1645219631|Feb 18 21:27:11||0.315904
1645219632|Feb 18 21:27:12||0.302848
1645219634|Feb 18 21:27:14||0.293120
1645219635|Feb 18 21:27:15||0.272128
1645219637|Feb 18 21:27:17||0.298496
1645219638|Feb 18 21:27:18||0.284160
1645219639|Feb 18 21:27:19||0.286464
1645219641|Feb 18 21:27:21||0.299264
1645219642|Feb 18 21:27:22||0.301568
1645219644|Feb 18 21:27:24||0.291072
1645219645|Feb 18 21:27:25||0.297984
1645219646|Feb 18 21:27:26||0.345600
1645219648|Feb 18 21:27:28||0.319744
1645219649|Feb 18 21:27:29||0.270336
1645219650|Feb 18 21:27:30||0.284672
1645219652|Feb 18 21:27:32||0.268032
1645219653|Feb 18 21:27:33||0.279296
1645219655|Feb 18 21:27:35||0.275968
1645219656|Feb 18 21:27:36||0.284928
1645219657|Feb 18 21:27:37||0.284160
1645219659|Feb 18 21:27:39||0.352512
1645219660|Feb 18 21:27:40||0.286208
1645219662|Feb 18 21:27:42||0.294400
1645219663|Feb 18 21:27:43||0.297472
1645219664|Feb 18 21:27:44||0.289280
1645219666|Feb 18 21:27:46||0.287488
1645219667|Feb 18 21:27:47||0.315648
1645219668|Feb 18 21:27:48||0.258048
1645219670|Feb 18 21:27:50||0.349440
1645219671|Feb 18 21:27:51||0.318976
1645219673|Feb 18 21:27:53||0.309504
1645219674|Feb 18 21:27:54||0.287744
1645219675|Feb 18 21:27:55||0.296192
1645219677|Feb 18 21:27:57||0.283136
1645219678|Feb 18 21:27:58||0.301312
1645219680|Feb 18 21:28:00||0.399616
1645219681|Feb 18 21:28:01||0.303360
1645219682|Feb 18 21:28:02||0.281856
1645219684|Feb 18 21:28:04||0.345600
1645219685|Feb 18 21:28:05||0.303872
1645219687|Feb 18 21:28:07||0.305152
1645219688|Feb 18 21:28:08||0.285184
1645219689|Feb 18 21:28:09||0.270336
1645219691|Feb 18 21:28:11||0.284160
1645219692|Feb 18 21:28:12||0.306944
1645219694|Feb 18 21:28:14||0.293632
1645219695|Feb 18 21:28:15||0.291584
1645219696|Feb 18 21:28:16||0.293632
1645219698|Feb 18 21:28:18||0.263680
1645219699|Feb 18 21:28:19||0.269312
1645219700|Feb 18 21:28:20||0.290304
1645219702|Feb 18 21:28:22||0.295680
1645219703|Feb 18 21:28:23||0.268544
1645219705|Feb 18 21:28:25||0.271104
1645219706|Feb 18 21:28:26||0.275200
1645219707|Feb 18 21:28:27||0.327936
1645219709|Feb 18 21:28:29||0.346368
1645219710|Feb 18 21:28:30||0.300544
1645219712|Feb 18 21:28:32||0.379392
1645219713|Feb 18 21:28:33||0.317184
1645219714|Feb 18 21:28:34||0.259328
1645219716|Feb 18 21:28:36||0.291328
1645219717|Feb 18 21:28:37||0.296192
1645219718|Feb 18 21:28:38||0.376576
1645219720|Feb 18 21:28:40||0.367872
1645219721|Feb 18 21:28:41||0.530176
1645219723|Feb 18 21:28:43||0.384512
1645219724|Feb 18 21:28:44||0.381952
1645219725|Feb 18 21:28:45||0.439040
1645219727|Feb 18 21:28:47||0.526848********************* February 18 Observing Session - beginning 22:42:31 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1645224151|Feb 18 22:42:31||454.781952
1645224153|Feb 18 22:42:33||0.410624
1645224154|Feb 18 22:42:34||0.479488
1645224156|Feb 18 22:42:36||0.348160
1645224157|Feb 18 22:42:37||0.360704
1645224158|Feb 18 22:42:38||0.289792
1645224160|Feb 18 22:42:40||0.307712
1645224161|Feb 18 22:42:41||0.290048
1645224163|Feb 18 22:42:43||0.278272
1645224164|Feb 18 22:42:44||0.282624
1645224165|Feb 18 22:42:45||0.257792
1645224167|Feb 18 22:42:47||0.288512
1645224168|Feb 18 22:42:48||0.296192
1645224169|Feb 18 22:42:49||0.273920
1645224171|Feb 18 22:42:51||0.318208
1645224172|Feb 18 22:42:52||0.304128
1645224174|Feb 18 22:42:54||0.287488
1645224175|Feb 18 22:42:55||0.304384
1645224176|Feb 18 22:42:56||0.271872
1645224178|Feb 18 22:42:58||0.275200
1645224179|Feb 18 22:42:59||0.310528
1645224181|Feb 18 22:43:01||0.297984
1645224182|Feb 18 22:43:02||0.273152
1645224183|Feb 18 22:43:03||0.300288
1645224185|Feb 18 22:43:05||0.293888
1645224186|Feb 18 22:43:06||0.284928
1645224187|Feb 18 22:43:07||0.281856
1645224189|Feb 18 22:43:09||0.292352
1645224190|Feb 18 22:43:10||0.271872
1645224192|Feb 18 22:43:12||0.262400
1645224193|Feb 18 22:43:13||0.277504
1645224194|Feb 18 22:43:14||0.269312
1645224196|Feb 18 22:43:16||0.286208
1645224197|Feb 18 22:43:17||0.261632
1645224199|Feb 18 22:43:19||0.272640
1645224200|Feb 18 22:43:20||0.303872
1645224201|Feb 18 22:43:21||0.284672
1645224203|Feb 18 22:43:23||0.272384
1645224204|Feb 18 22:43:24||0.297728
1645224206|Feb 18 22:43:26||0.297728
1645224207|Feb 18 22:43:27||0.276480
1645224208|Feb 18 22:43:28||0.291840
1645224210|Feb 18 22:43:30||0.258560
1645224211|Feb 18 22:43:31||0.299520
1645224212|Feb 18 22:43:32||0.302592
1645224214|Feb 18 22:43:34||0.284672
1645224215|Feb 18 22:43:35||0.285696
1645224217|Feb 18 22:43:37||0.296448
1645224218|Feb 18 22:43:38||0.285184
1645224219|Feb 18 22:43:39||0.291584
1645224221|Feb 18 22:43:41||0.271104
1645224222|Feb 18 22:43:42||0.280832
1645224224|Feb 18 22:43:44||0.305408
1645224225|Feb 18 22:43:45||0.293632
1645224226|Feb 18 22:43:46||0.360960
1645224228|Feb 18 22:43:48||0.318208
1645224229|Feb 18 22:43:49||0.282624
1645224230|Feb 18 22:43:50||0.265216
1645224232|Feb 18 22:43:52||0.292864
1645224233|Feb 18 22:43:53||0.291584
1645224235|Feb 18 22:43:55||0.287488
1645224236|Feb 18 22:43:56||0.372224
1645224237|Feb 18 22:43:57||0.269056
1645224239|Feb 18 22:43:59||0.269312
1645224240|Feb 18 22:44:00||0.318208
1645224242|Feb 18 22:44:02||0.270848
1645224243|Feb 18 22:44:03||0.300288
1645224244|Feb 18 22:44:04||0.280576
1645224246|Feb 18 22:44:06||0.271104
1645224247|Feb 18 22:44:07||0.312064
1645224249|Feb 18 22:44:09||0.294912
1645224250|Feb 18 22:44:10||0.287232
1645224251|Feb 18 22:44:11||0.342784
1645224253|Feb 18 22:44:13||0.291840
1645224254|Feb 18 22:44:14||0.275456
1645224255|Feb 18 22:44:15||0.301312
1645224257|Feb 18 22:44:17||0.291072
1645224258|Feb 18 22:44:18||0.289536
1645224260|Feb 18 22:44:20||0.278784
1645224261|Feb 18 22:44:21||0.299008
1645224262|Feb 18 22:44:22||0.325632
1645224264|Feb 18 22:44:24||0.287232
1645224265|Feb 18 22:44:25||0.287488
1645224267|Feb 18 22:44:27||0.508416
1645224268|Feb 18 22:44:28||0.267264
1645224269|Feb 18 22:44:29||0.306688
1645224271|Feb 18 22:44:31||0.286976
1645224272|Feb 18 22:44:32||0.261632
1645224273|Feb 18 22:44:33||0.305664
1645224275|Feb 18 22:44:35||0.295168
1645224276|Feb 18 22:44:36||0.283648
1645224278|Feb 18 22:44:38||0.302080
1645224279|Feb 18 22:44:39||0.275968
1645224280|Feb 18 22:44:40||0.271104
1645224282|Feb 18 22:44:42||0.294656
1645224283|Feb 18 22:44:43||0.315392
1645224285|Feb 18 22:44:45||0.279552
1645224286|Feb 18 22:44:46||0.283648
1645224287|Feb 18 22:44:47||0.284928
1645224289|Feb 18 22:44:49||0.293632
1645224290|Feb 18 22:44:50||0.291328
1645224291|Feb 18 22:44:51||0.292608
1645224293|Feb 18 22:44:53||0.328960
1645224294|Feb 18 22:44:54||0.291840
1645224296|Feb 18 22:44:56||0.310016
1645224297|Feb 18 22:44:57||0.276224
1645224298|Feb 18 22:44:58||0.274176
1645224300|Feb 18 22:45:00||0.273152
1645224301|Feb 18 22:45:01||0.297216
1645224303|Feb 18 22:45:03||0.279808
1645224304|Feb 18 22:45:04||0.309760
1645224305|Feb 18 22:45:05||0.297472
1645224307|Feb 18 22:45:07||0.301312
1645224308|Feb 18 22:45:08||0.271872
1645224309|Feb 18 22:45:09||0.285184
1645224311|Feb 18 22:45:11||0.285952
1645224312|Feb 18 22:45:12||0.275200
1645224314|Feb 18 22:45:14||0.328960
1645224315|Feb 18 22:45:15||0.334592
1645224316|Feb 18 22:45:16||0.272128
1645224318|Feb 18 22:45:18||0.263168
1645224319|Feb 18 22:45:19||0.295680
1645224321|Feb 18 22:45:21||0.269056
1645224322|Feb 18 22:45:22||0.290304
1645224323|Feb 18 22:45:23||0.282368
1645224325|Feb 18 22:45:25||0.288000
1645224326|Feb 18 22:45:26||0.269056
1645224328|Feb 18 22:45:28||0.270592
1645224329|Feb 18 22:45:29||0.274432
1645224330|Feb 18 22:45:30||0.280832
1645224332|Feb 18 22:45:32||13.046272
1645224333|Feb 18 22:45:33||0.289024
1645224334|Feb 18 22:45:34||0.287232
1645224336|Feb 18 22:45:36||0.265216
1645224337|Feb 18 22:45:37||0.263936
1645224339|Feb 18 22:45:39||0.281600
1645224340|Feb 18 22:45:40||0.269312
1645224341|Feb 18 22:45:41||0.302592
1645224343|Feb 18 22:45:43||0.496128
1645224344|Feb 18 22:45:44||0.260096
1645224346|Feb 18 22:45:46||0.294912
1645224347|Feb 18 22:45:47||0.281856
1645224348|Feb 18 22:45:48||0.299776
1645224350|Feb 18 22:45:50||0.293888
1645224351|Feb 18 22:45:51||0.308480
1645224352|Feb 18 22:45:52||0.297216
1645224354|Feb 18 22:45:54||0.328192
1645224355|Feb 18 22:45:55||0.271616
1645224357|Feb 18 22:45:57||0.290816
1645224358|Feb 18 22:45:58||0.336384
1645224359|Feb 18 22:45:59||0.300800
1645224361|Feb 18 22:46:01||0.344832
1645224362|Feb 18 22:46:02||0.301312
1645224364|Feb 18 22:46:04||0.302080
1645224365|Feb 18 22:46:05||0.269568
1645224366|Feb 18 22:46:06||0.302592
1645224368|Feb 18 22:46:08||0.302848
1645224369|Feb 18 22:46:09||0.268544
1645224370|Feb 18 22:46:10||0.284928
1645224372|Feb 18 22:46:12||0.290560
1645224373|Feb 18 22:46:13||0.283392
1645224375|Feb 18 22:46:15||0.299776
1645224376|Feb 18 22:46:16||0.297728
1645224377|Feb 18 22:46:17||0.287744
1645224379|Feb 18 22:46:19||0.293376
1645224380|Feb 18 22:46:20||0.291584
1645224382|Feb 18 22:46:22||0.270080
1645224383|Feb 18 22:46:23||0.292096
1645224384|Feb 18 22:46:24||0.303616
1645224386|Feb 18 22:46:26||0.304384
1645224387|Feb 18 22:46:27||0.288000
1645224388|Feb 18 22:46:28||0.359424
1645224390|Feb 18 22:46:30||0.275456
1645224391|Feb 18 22:46:31||0.288256
1645224393|Feb 18 22:46:33||0.355840
1645224394|Feb 18 22:46:34||0.272640
1645224395|Feb 18 22:46:35||0.305152
1645224397|Feb 18 22:46:37||0.300032
1645224398|Feb 18 22:46:38||0.286976
1645224400|Feb 18 22:46:40||0.279552
1645224401|Feb 18 22:46:41||0.288000
1645224402|Feb 18 22:46:42||0.291072
1645224404|Feb 18 22:46:44||0.284160
1645224405|Feb 18 22:46:45||0.358656
1645224406|Feb 18 22:46:46||0.293632
1645224408|Feb 18 22:46:48||0.322816
1645224409|Feb 18 22:46:49||0.286208
1645224411|Feb 18 22:46:51||0.270080
1645224412|Feb 18 22:46:52||0.342528
1645224413|Feb 18 22:46:53||0.318464
1645224415|Feb 18 22:46:55||0.297472
1645224416|Feb 18 22:46:56||0.293120
1645224418|Feb 18 22:46:58||3.569664
1645224419|Feb 18 22:46:59||0.284672
1645224420|Feb 18 22:47:00||0.267008
1645224422|Feb 18 22:47:02||0.284160
1645224423|Feb 18 22:47:03||0.290048
1645224425|Feb 18 22:47:05||0.288000
1645224426|Feb 18 22:47:06||0.306176
1645224427|Feb 18 22:47:07||0.291328
1645224429|Feb 18 22:47:09||0.279808
1645224430|Feb 18 22:47:10||0.285952
1645224431|Feb 18 22:47:11||0.289024
1645224433|Feb 18 22:47:13||0.326400
1645224434|Feb 18 22:47:14||0.280576
1645224436|Feb 18 22:47:16||0.302848
1645224437|Feb 18 22:47:17||0.278784
1645224438|Feb 18 22:47:18||0.288768
1645224440|Feb 18 22:47:20||0.269568
1645224441|Feb 18 22:47:21||0.295936
1645224443|Feb 18 22:47:23||0.300032
1645224444|Feb 18 22:47:24||0.286208
1645224445|Feb 18 22:47:25||0.294912
1645224447|Feb 18 22:47:27||0.283904
1645224448|Feb 18 22:47:28||0.286976
1645224449|Feb 18 22:47:29||0.297216
1645224451|Feb 18 22:47:31||0.294400
1645224452|Feb 18 22:47:32||0.270592
1645224454|Feb 18 22:47:34||0.288000
1645224455|Feb 18 22:47:35||0.306688
1645224456|Feb 18 22:47:36||0.291840
1645224458|Feb 18 22:47:38||0.301568
1645224459|Feb 18 22:47:39||0.277504
1645224461|Feb 18 22:47:41||0.295168
1645224462|Feb 18 22:47:42||0.270592
1645224463|Feb 18 22:47:43||0.276736
1645224465|Feb 18 22:47:45||0.269824
1645224466|Feb 18 22:47:46||0.284672
1645224467|Feb 18 22:47:47||0.282624
1645224469|Feb 18 22:47:49||0.276480
1645224470|Feb 18 22:47:50||0.286208
1645224472|Feb 18 22:47:52||0.268032
1645224473|Feb 18 22:47:53||0.315136
1645224474|Feb 18 22:47:54||0.305408
1645224476|Feb 18 22:47:56||0.354304
1645224477|Feb 18 22:47:57||0.307456
1645224479|Feb 18 22:47:59||0.281856
1645224480|Feb 18 22:48:00||0.292864
1645224481|Feb 18 22:48:01||0.309504
1645224483|Feb 18 22:48:03||0.301312
1645224484|Feb 18 22:48:04||0.277504
1645224485|Feb 18 22:48:05||0.290304
1645224487|Feb 18 22:48:07||0.301568
1645224488|Feb 18 22:48:08||0.289792
1645224490|Feb 18 22:48:10||0.269312
1645224491|Feb 18 22:48:11||0.275200
1645224492|Feb 18 22:48:12||0.278528
1645224494|Feb 18 22:48:14||0.297728
1645224495|Feb 18 22:48:15||0.301312
1645224497|Feb 18 22:48:17||0.286720
1645224498|Feb 18 22:48:18||0.271104
1645224499|Feb 18 22:48:19||0.284672
1645224501|Feb 18 22:48:21||0.264192
1645224502|Feb 18 22:48:22||0.274432
1645224504|Feb 18 22:48:24||0.289536
1645224505|Feb 18 22:48:25||0.282880
1645224506|Feb 18 22:48:26||0.272128
1645224508|Feb 18 22:48:28||0.353536
1645224509|Feb 18 22:48:29||0.282880
1645224510|Feb 18 22:48:30||0.279552
1645224512|Feb 18 22:48:32||0.274176
1645224513|Feb 18 22:48:33||0.284928
1645224515|Feb 18 22:48:35||0.288000
1645224516|Feb 18 22:48:36||0.419840
1645224517|Feb 18 22:48:37||0.261632
1645224519|Feb 18 22:48:39||0.327168
1645224520|Feb 18 22:48:40||0.283648
1645224522|Feb 18 22:48:42||0.285696
1645224523|Feb 18 22:48:43||0.260864
1645224524|Feb 18 22:48:44||0.260864
1645224526|Feb 18 22:48:46||0.359936
1645224527|Feb 18 22:48:47||0.324864
1645224528|Feb 18 22:48:48||0.269824
1645224530|Feb 18 22:48:50||0.277760
1645224531|Feb 18 22:48:51||0.301568
1645224533|Feb 18 22:48:53||0.271616
1645224534|Feb 18 22:48:54||0.289024
1645224535|Feb 18 22:48:55||0.286976
1645224537|Feb 18 22:48:57||0.477440
1645224538|Feb 18 22:48:58||0.289024
1645224540|Feb 18 22:49:00||0.366080
1645224541|Feb 18 22:49:01||0.290816
1645224542|Feb 18 22:49:02||0.270080
1645224544|Feb 18 22:49:04||0.288768
1645224545|Feb 18 22:49:05||0.319232
1645224547|Feb 18 22:49:07||0.268288
1645224548|Feb 18 22:49:08||0.311040
1645224549|Feb 18 22:49:09||0.283392
1645224551|Feb 18 22:49:11||0.349440
1645224552|Feb 18 22:49:12||0.270336
1645224553|Feb 18 22:49:13||0.292352
1645224555|Feb 18 22:49:15||0.339712
1645224556|Feb 18 22:49:16||0.265216
1645224558|Feb 18 22:49:18||0.280832
1645224559|Feb 18 22:49:19||0.297984
1645224560|Feb 18 22:49:20||0.289536
1645224562|Feb 18 22:49:22||0.273408
1645224563|Feb 18 22:49:23||0.273408
1645224565|Feb 18 22:49:25||0.270336
1645224566|Feb 18 22:49:26||0.309504
1645224567|Feb 18 22:49:27||0.281088
1645224569|Feb 18 22:49:29||0.296704
1645224570|Feb 18 22:49:30||0.334592
1645224571|Feb 18 22:49:31||0.295680
1645224573|Feb 18 22:49:33||0.291328
1645224574|Feb 18 22:49:34||0.288512
1645224576|Feb 18 22:49:36||0.276480
1645224577|Feb 18 22:49:37||0.282880
1645224578|Feb 18 22:49:38||0.286976
1645224580|Feb 18 22:49:40||0.297472
1645224581|Feb 18 22:49:41||0.362240
1645224582|Feb 18 22:49:42||0.276992
1645224584|Feb 18 22:49:44||0.300544
1645224585|Feb 18 22:49:45||0.286464
1645224587|Feb 18 22:49:47||0.277248
1645224588|Feb 18 22:49:48||0.270336
1645224589|Feb 18 22:49:49||0.287488
1645224591|Feb 18 22:49:51||0.287488
1645224592|Feb 18 22:49:52||0.269568
1645224594|Feb 18 22:49:54||0.283392
1645224595|Feb 18 22:49:55||0.295680
1645224596|Feb 18 22:49:56||0.270336
1645224598|Feb 18 22:49:58||0.264192
1645224599|Feb 18 22:49:59||0.293376
1645224601|Feb 18 22:50:01||0.305408
1645224602|Feb 18 22:50:02||0.328960
1645224603|Feb 18 22:50:03||0.265728
1645224605|Feb 18 22:50:05||0.290048
1645224606|Feb 18 22:50:06||0.276480
1645224607|Feb 18 22:50:07||0.288768
1645224609|Feb 18 22:50:09||0.272896
1645224610|Feb 18 22:50:10||0.343808
1645224612|Feb 18 22:50:12||0.257792
1645224613|Feb 18 22:50:13||0.293888
1645224614|Feb 18 22:50:14||0.291072
1645224616|Feb 18 22:50:16||0.273152
1645224617|Feb 18 22:50:17||0.293120
1645224619|Feb 18 22:50:19||0.308736
1645224620|Feb 18 22:50:20||0.270080
1645224621|Feb 18 22:50:21||0.271872
1645224623|Feb 18 22:50:23||0.287232
1645224624|Feb 18 22:50:24||0.275200
1645224625|Feb 18 22:50:25||0.269824
1645224627|Feb 18 22:50:27||0.364032
1645224628|Feb 18 22:50:28||0.279296
1645224630|Feb 18 22:50:30||0.279040
1645224631|Feb 18 22:50:31||0.317184
1645224632|Feb 18 22:50:32||0.319744
1645224634|Feb 18 22:50:34||0.262656
1645224635|Feb 18 22:50:35||0.309504
1645224637|Feb 18 22:50:37||0.271360
1645224638|Feb 18 22:50:38||0.320768
1645224639|Feb 18 22:50:39||0.278784
1645224641|Feb 18 22:50:41||0.293888
1645224642|Feb 18 22:50:42||0.312832
1645224644|Feb 18 22:50:44||0.297216
1645224645|Feb 18 22:50:45||0.294400
1645224646|Feb 18 22:50:46||0.280320
1645224648|Feb 18 22:50:48||0.295936
1645224649|Feb 18 22:50:49||0.309760
1645224650|Feb 18 22:50:50||0.379648
1645224652|Feb 18 22:50:52||0.285696
1645224653|Feb 18 22:50:53||0.295168
1645224655|Feb 18 22:50:55||0.293888
1645224656|Feb 18 22:50:56||0.304896
1645224657|Feb 18 22:50:57||0.295936
1645224659|Feb 18 22:50:59||0.278784
1645224660|Feb 18 22:51:00||0.286720
1645224662|Feb 18 22:51:02||0.274432
1645224663|Feb 18 22:51:03||0.285696
1645224664|Feb 18 22:51:04||0.284928
1645224666|Feb 18 22:51:06||0.270336
1645224667|Feb 18 22:51:07||0.303104
1645224668|Feb 18 22:51:08||0.315648
1645224670|Feb 18 22:51:10||0.282624
1645224671|Feb 18 22:51:11||0.300288
1645224673|Feb 18 22:51:13||0.281856
1645224674|Feb 18 22:51:14||0.288256
1645224675|Feb 18 22:51:15||0.284672
1645224677|Feb 18 22:51:17||0.293632
1645224678|Feb 18 22:51:18||0.299520
1645224680|Feb 18 22:51:20||0.296704
1645224681|Feb 18 22:51:21||0.290304
1645224682|Feb 18 22:51:22||0.309248
1645224684|Feb 18 22:51:24||0.288768
1645224685|Feb 18 22:51:25||0.295680
1645224686|Feb 18 22:51:26||0.282368
