********************* April 27 Observing Session - beginning 00:30:06 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1619483981|Apr 27 00:39:41|8|206.010045|206.006176|1.531255|1.638193|84.410489|6.229197|26.187953979738062|111.942079984305735|-129.718765|69.837312|70.331392
1619483982|Apr 27 00:39:42|9|206.014203|206.010336|1.532778|1.639713|84.223039|6.231899|26.189039322920522|111.940888237081381|-129.531841|5.333248|5.789952
1619483984|Apr 27 00:39:44|8|206.021193|206.017326|1.532732|1.639661|84.348024|6.230106|26.189978115253759|111.941994880989100|-129.656374|14.465024|14.925568
1619483985|Apr 27 00:39:45|9|206.026662|206.022794|1.531502|1.638426|84.256315|6.219542|26.188194971102483|111.941958211212608|-129.564647|97.391360|97.907456
1619483987|Apr 27 00:39:47|10|206.034725|206.030858|1.531987|1.638904|84.391104|6.227815|26.188744588488269|111.941803729957229|-129.699512|5.616640|6.210304
1619483988|Apr 27 00:39:48|12|206.039697|206.035829|1.531089|1.638001|84.331412|6.216543|26.187548880961067|111.941893191542363|-129.639759|368.544256|369.011456
1619483990|Apr 27 00:39:50|9|206.046156|206.042288|1.531275|1.638182|84.277292|6.224215|26.189027937804632|111.943232427802954|-129.585099|11.832320|12.333056
1619483991|Apr 27 00:39:51|8|206.052539|206.048673|1.532805|1.639706|84.210247|6.234009|26.188537470872994|111.940292706730403|-129.519292|57.784576|58.433536
1619483993|Apr 27 00:39:53|9|206.060424|206.056557|1.532346|1.639240|84.397766|6.231304|26.188549495061530|111.941025445287138|-129.706501|20.987648|21.571072
1619483994|Apr 27 00:39:54|10|206.066064|206.062197|1.531610|1.638499|84.391104|6.227815|26.186992605316156|111.940463048641178|-129.700048|58.765568|59.269888
1619483996|Apr 27 00:39:56|7|206.072051|206.068185|1.532635|1.639519|84.328650|6.228719|26.189397662348703|111.941507264582398|-129.637196|13.373952|13.908480
1619483997|Apr 27 00:39:57|8|206.077739|206.073873|1.532331|1.639210|84.336960|6.235516|26.188110566416455|111.940565044367233|-129.645882|115.910912|116.395520
1619483999|Apr 27 00:39:59|8|206.084278|206.080412|1.532119|1.638992|84.328650|6.228719|26.189252721920212|111.942156395423808|-129.636918|13.700352|14.176000
1619484000|Apr 27 00:40:00|13|206.089980|206.086114|1.531375|1.638244|84.382745|6.221034|26.187646465800000|111.941551549744943|-129.691239|61.202688|61.702912
1619484002|Apr 27 00:40:02|10|206.096506|206.092640|1.531603|1.638465|84.328650|6.228719|26.189107755519743|111.942805606661295|-129.636639|39.902464|40.378880
1619484003|Apr 27 00:40:03|7|206.103015|206.099150|1.532192|1.639048|84.348024|6.230106|26.187865061479798|111.940512922400274|-129.656963|83.268608|83.742976
1619484005|Apr 27 00:40:05|11|206.110008|206.106143|1.532501|1.639351|84.335278|6.232214|26.189051025443028|111.941336277634761|-129.643890|185.871872|186.332416
1619484006|Apr 27 00:40:06|11|206.114775|206.110909|1.531332|1.638178|84.299355|6.217266|26.187810617780301|111.941800968253972|-129.607747|10.646272|11.098624
1619484008|Apr 27 00:40:08|12|206.121660|206.117794|1.531109|1.637949|84.363391|6.219649|26.188699107982934|111.943130044754270|-129.671235|44.515840|44.952320
1619484009|Apr 27 00:40:09|10|206.127785|206.123921|1.532607|1.639442|84.315900|6.230825|26.188369099433501|111.940417107905674|-129.624889|149.390592|149.845248
1619484011|Apr 27 00:40:11|11|206.134365|206.130500|1.531837|1.638666|84.348024|6.230106|26.189089929891431|111.942418923267198|-129.656177|83.089664|83.527680
1619484012|Apr 27 00:40:12|10|206.140796|206.136932|1.532047|1.638870|84.391104|6.227815|26.187636363803740|111.940488116702682|-129.700049|174.343680|174.860800
1619484014|Apr 27 00:40:14|11|206.146908|206.143044|1.532784|1.639602|84.315900|6.230825|26.189749773526493|111.941662373586070|-129.624387|8.687104|9.122560
1619484015|Apr 27 00:40:15|11|206.152595|206.148731|1.532434|1.639247|84.285541|6.231006|26.188431551281361|111.940757014954727|-129.594387|51.817728|52.397056
1619484017|Apr 27 00:40:17|9|206.159048|206.155184|1.532239|1.639046|84.277292|6.224215|26.189646554771826|111.942403179584574|-129.585463|95.547136|96.060416
1619484018|Apr 27 00:40:18|10|206.165219|206.161356|1.531951|1.638752|84.326974|6.225423|26.188027223293041|111.941069176342850|-129.635680|55.132928|55.764736
1619484020|Apr 27 00:40:20|10|206.172134|206.168270|1.531668|1.638464|84.391104|6.227815|26.188852963562518|111.942422580304395|-129.699251|157.373184|157.795840
1619484021|Apr 27 00:40:21|11|206.179161|206.175298|1.531607|1.638396|84.326974|6.225423|26.186784992965705|111.940238670596912|-129.636008|48.596736|49.108480
1619484023|Apr 27 00:40:23|10|206.184325|206.180462|1.532123|1.638908|84.326974|6.225423|26.189416840406025|111.942330860446106|-129.635170|111.868416|112.317952
1619484024|Apr 27 00:40:24|9|206.189891|206.186028|1.531409|1.638188|84.320358|6.221935|26.187927834364267|111.941809554429170|-129.628747|96.353536|96.843776
1619484026|Apr 27 00:40:26|11|206.196772|206.192910|1.532098|1.638871|84.320358|6.221935|26.189460598876018|111.942419730496823|-129.628518|86.349824|87.011584
1619484027|Apr 27 00:40:27|8|206.202904|206.199043|1.532915|1.639683|84.245190|6.224933|26.188646927000192|111.940241125677787|-129.554259|164.916992|165.734400
1619484029|Apr 27 00:40:29|12|206.210488|206.206625|1.531263|1.638025|84.326974|6.225423|26.188034452679020|111.942155043247212|-129.635219|105.858560|106.363904
1619484030|Apr 27 00:40:30|10|206.216005|206.212143|1.531918|1.638674|84.307619|6.224039|26.187542755584211|111.940586743659196|-129.616520|106.777088|107.258112
1619484032|Apr 27 00:40:32|10|206.224307|206.220445|1.531610|1.638359|84.391104|6.227815|26.187365391490125|111.940873368349742|-129.699881|106.276864|106.759424
1619484033|Apr 27 00:40:33|14|206.229965|206.226104|1.532665|1.639409|84.348024|6.230106|26.187054947661778|111.938878449365760|-129.657641|117.532160|117.994752
1619484035|Apr 27 00:40:35|12|206.234587|206.230725|1.531220|1.637960|84.299355|6.217266|26.188692722293936|111.942948566232786|-129.607276|165.910784|166.408448
1619484037|Apr 27 00:40:37|12|206.242543|206.238682|1.532291|1.639023|84.328650|6.228719|26.189730064031870|111.942413795624262|-129.636818|128.248832|128.844800
1619484038|Apr 27 00:40:38|10|206.248895|206.245034|1.532103|1.638830|84.320358|6.221935|26.188053123567613|111.940858818385124|-129.629153|103.228672|104.016384
1619484040|Apr 27 00:40:40|8|206.254207|206.250347|1.532275|1.638997|84.307619|6.224039|26.190336818734679|111.943108060657394|-129.615503|100.424960|100.887552
1619484041|Apr 27 00:40:41|10|206.262485|206.258625|1.531607|1.638322|84.339709|6.223317|26.186953444072479|111.940425176707294|-129.648668|50.123520|50.671872
1619484043|Apr 27 00:40:43|11|206.267390|206.263529|1.531628|1.638339|84.342100|6.231763|26.189421397114479|111.943112301905742|-129.649965|143.462144|144.009728
1619484044|Apr 27 00:40:44|11|206.274393|206.270534|1.532523|1.639227|84.285541|6.231006|26.188042795478182|111.940190081138098|-129.594620|112.198400|114.259456
1619484046|Apr 27 00:40:46|10|206.280713|206.276854|1.532344|1.639043|84.277292|6.224215|26.189364308789486|111.941926919632266|-129.585660|111.355648|120.135680
1619484047|Apr 27 00:40:47|10|206.287247|206.283387|1.532113|1.638806|84.307619|6.224039|26.187527732031583|111.940264601043069|-129.616657|173.512704|181.394944
1619484049|Apr 27 00:40:49|9|206.292409|206.288550|1.532631|1.639319|84.307619|6.224039|26.190161577589343|111.942356876250088|-129.615819|112.072960|112.572416
1619484050|Apr 27 00:40:50|9|206.300683|206.296823|1.531941|1.638622|84.339709|6.223317|26.186766107293820|111.939694511155608|-129.648974|69.660416|70.147072
1619484052|Apr 27 00:40:52|11|206.307296|206.303439|1.534095|1.640770|84.285541|6.231006|26.189519686568175|111.939353148671174|-129.595003|175.756288|176.439296
1619484054|Apr 27 00:40:54|8|206.312898|206.309040|1.532810|1.639480|84.326974|6.225423|26.190572814140715|111.942529365323054|-129.635108|5.718016|7.349760
1619484055|Apr 27 00:40:55|9|206.319089|206.315231|1.532389|1.639054|84.264534|6.226322|26.188846497149427|111.941285335894847|-129.573164|177.215232|177.848832
1619484057|Apr 27 00:40:57|9|206.325448|206.321590|1.532468|1.639127|84.307619|6.224039|26.190321510270010|111.942787591071266|-129.615639|70.468864|71.044352
1619484058|Apr 27 00:40:58|9|206.331640|206.327781|1.532063|1.638717|84.245190|6.224933|26.188605705063736|111.941530616458053|-129.553711|102.127104|104.755712
1619484060|Apr 27 00:41:00|9|206.338196|206.334339|1.532581|1.639229|84.264534|6.226322|26.190248613915159|111.942530304218039|-129.572662|125.662208|127.746048
1619484061|Apr 27 00:41:01|9|206.343909|206.340051|1.531785|1.638427|84.299355|6.217266|26.188597517702640|111.941958666710718|-129.607695|6.797312|7.374080
1619484063|Apr 27 00:41:03|9|206.351743|206.347886|1.532616|1.639251|84.348024|6.230106|26.189553431466877|111.941709550424221|-129.656487|154.539264|155.025152
1619484064|Apr 27 00:41:04|7|206.358820|206.354963|1.532979|1.639608|84.335278|6.232214|26.187749267971100|111.939150795582336|-129.644793|77.672448|78.207232
1619484066|Apr 27 00:41:06|8|206.362788|206.358932|1.533482|1.640108|84.245190|6.224933|26.191221407767600|111.942190087018844|-129.553481|123.217408|124.622336
1619484067|Apr 27 00:41:07|7|206.370002|206.366146|1.533448|1.640067|84.285541|6.231006|26.189039679641361|111.939838327810691|-129.594788|114.009344|114.847488
1619484069|Apr 27 00:41:09|7|206.377268|206.373412|1.532290|1.638902|84.326974|6.225423|26.188999446083557|111.941609941265625|-129.635469|72.707840|73.686272
1619484070|Apr 27 00:41:10|7|206.382978|206.379123|1.533465|1.640072|84.283886|6.227703|26.188737157419169|111.939479126918883|-129.593281|3.373824|3.881728
1619484072|Apr 27 00:41:12|8|206.389291|206.385435|1.532088|1.638690|84.339709|6.223317|26.189221143165774|111.942170571876375|-129.647970|157.322752|157.830400
1619484073|Apr 27 00:41:13|10|206.395517|206.391662|1.533156|1.639752|84.264534|6.226322|26.188516509656161|111.939719864953645|-129.573822|43.307776|44.140032
1619484075|Apr 27 00:41:15|8|206.402914|206.399059|1.533276|1.639866|84.356357|6.236907|26.189282629869354|111.940376184117866|-129.665382|97.334272|97.753088
1619484076|Apr 27 00:41:16|8|206.409099|206.405245|1.533107|1.639691|84.348024|6.230106|26.187737437902989|111.938937669435816|-129.657629|116.957952|117.664768
1619484078|Apr 27 00:41:18|10|206.414314|206.410459|1.533141|1.639721|84.283886|6.227703|26.189994199266749|111.941371812624141|-129.592501|73.569792|74.418688
1619484079|Apr 27 00:41:19|9|206.421328|206.417473|1.532585|1.639158|84.348024|6.230106|26.187587307531736|111.939590698855568|-129.657349|75.687168|76.180224
1619484081|Apr 27 00:41:21|9|206.426846|206.422992|1.532843|1.639411|84.264534|6.226322|26.189785889180449|111.941609743506916|-129.573044|45.244672|45.725440
1619484082|Apr 27 00:41:22|11|206.433557|206.429702|1.532063|1.638625|84.348024|6.230106|26.187437173916273|111.940243831674380|-129.657069|120.897280|121.662208
1619484084|Apr 27 00:41:24|10|206.439916|206.436061|1.531596|1.638152|84.326974|6.225423|26.188528071091412|111.942177881507419|-129.635219|79.269376|79.845120
1619484085|Apr 27 00:41:25|8|206.447553|206.443699|1.533131|1.639681|84.335278|6.232214|26.187149761781036|111.938252151586681|-129.645163|103.647744|104.260864
1619484087|Apr 27 00:41:27|9|206.452265|206.448411|1.533017|1.639562|84.307619|6.224039|26.189659228304379|111.941197284011366|-129.616301|290.311168|290.748672
1619484089|Apr 27 00:41:29|9|206.458799|206.454945|1.532066|1.638605|84.339709|6.223317|26.190285061829954|111.943378260389665|-129.647478|77.160704|77.633024
1619484090|Apr 27 00:41:30|9|206.465629|206.461774|1.531330|1.637863|84.352435|6.221206|26.187882980645853|111.941883962999853|-129.660793|159.931136|160.371456
1619484092|Apr 27 00:41:32|8|206.472671|206.468818|1.533340|1.639868|84.285541|6.231006|26.190231031559442|111.941320716921823|-129.594182|5.845760|6.466304
1619484093|Apr 27 00:41:33|8|206.478419|206.474566|1.532163|1.638685|84.307619|6.224039|26.188286660979465|111.941023234659440|-129.616349|62.526464|63.017984
1619484095|Apr 27 00:41:35|8|206.485195|206.481343|1.533060|1.639576|84.266178|6.229615|26.190041135144128|111.941550276034093|-129.574718|64.236288|64.744192
1619484096|Apr 27 00:41:36|8|206.491204|206.487352|1.532783|1.639293|84.328650|6.228719|26.188544613070405|111.940335963632137|-129.637677|63.243264|63.699456
1619484097|Apr 27 00:41:37|7|206.497801|206.493949|1.533237|1.639741|84.348024|6.230106|26.187145168874316|111.938081280917757|-129.657981|103.331072|103.821312
1619484099|Apr 27 00:41:39|8|206.503209|206.499356|1.532175|1.638675|84.277292|6.224215|26.188493558661591|111.941232387342296|-129.585938|30.358016|30.849792
1619484100|Apr 27 00:41:40|8|206.509427|206.505576|1.533246|1.639740|84.272771|6.233115|26.187796739914752|111.938785166803228|-129.582442|60.785152|61.220352
1619484102|Apr 27 00:41:42|8|206.515493|206.511641|1.533101|1.639590|84.264534|6.226322|26.189322867801209|111.940694639906212|-129.573424|85.246464|85.801984
1619484103|Apr 27 00:41:43|8|206.521779|206.517928|1.533032|1.639515|84.307619|6.224039|26.187775512814184|111.939097551087144|-129.617157|62.159104|62.667008
1619484105|Apr 27 00:41:45|8|206.528590|206.524738|1.532285|1.638762|84.320358|6.221935|26.188348954458284|111.940899887369980|-129.629142|59.915520|60.390144
1619484106|Apr 27 00:41:46|8|206.535434|206.531582|1.532444|1.638915|84.326974|6.225423|26.186566346526391|111.938685603400430|-129.636663|29.150720|29.631488
1619484108|Apr 27 00:41:48|8|206.540540|206.536689|1.533208|1.639674|84.285541|6.231006|26.189413128226903|111.940626446546830|-129.594461|59.847168|60.788992
1619484109|Apr 27 00:41:49|8|206.546212|206.542361|1.532004|1.638465|84.307619|6.224039|26.187504497653187|111.940409338382295|-129.616595|58.175232|58.630144
1619484111|Apr 27 00:41:51|9|206.552816|206.548965|1.532442|1.638897|84.326974|6.225423|26.189057726020252|111.941436332327314|-129.635543|97.763584|98.265344
1619484112|Apr 27 00:41:52|8|206.560492|206.556642|1.532516|1.638964|84.348024|6.230106|26.186623828020281|111.938636566320469|-129.657736|93.599232|94.133504
1619484114|Apr 27 00:41:54|7|206.566192|206.562342|1.533010|1.639453|84.315900|6.230825|26.188859056507383|111.940326283749883|-129.624937|59.795200|60.330752
1619484115|Apr 27 00:41:55|8|206.573338|206.569487|1.532795|1.639232|84.304912|6.232391|26.186599063158333|111.938171692347254|-129.614821|124.252672|124.773376
1619484117|Apr 27 00:41:57|8|206.578986|206.575136|1.532111|1.638543|84.320358|6.221935|26.188042033282386|111.940834367361660|-129.629163|93.504256|94.349056
1619484118|Apr 27 00:41:58|8|206.582762|206.578912|1.532466|1.638895|84.303248|6.229076|26.188577577507829|111.940867971353867|-129.612049|94.648064|95.894272
1619484120|Apr 27 00:42:00||147.257600
1619484122|Apr 27 00:42:02||85.278464
1619484123|Apr 27 00:42:03||157.409280
1619484125|Apr 27 00:42:05||27.845376
1619484126|Apr 27 00:42:06||149.538560
1619484128|Apr 27 00:42:08||225.866496
1619484129|Apr 27 00:42:09||112.683520
1619484131|Apr 27 00:42:11||152.272640
1619484132|Apr 27 00:42:12||1569.608704
1619484135|Apr 27 00:42:15||92.985856
1619484137|Apr 27 00:42:17||140.518400
1619484139|Apr 27 00:42:19||87.218688
1619484140|Apr 27 00:42:20||330.023680
1619484142|Apr 27 00:42:22||1182.536704
1619484144|Apr 27 00:42:24||536.209152
1619484146|Apr 27 00:42:26||448.676352
1619484148|Apr 27 00:42:28||86.025472
1619484150|Apr 27 00:42:30||166.393344
1619484151|Apr 27 00:42:31|10|206.721978|206.718132|1.531516|1.637819|84.281488|6.226756|26.186957776795893|111.940571465078634|-129.590385|500.154368|500.614144
1619484153|Apr 27 00:42:33||459.776512
1619484155|Apr 27 00:42:35||129.591552
1619484157|Apr 27 00:42:37||187.877632
1619484158|Apr 27 00:42:38||355.485696
1619484160|Apr 27 00:42:40||132.708864
1619484162|Apr 27 00:42:42||126.481152
1619484163|Apr 27 00:42:43||140.090880
1619484165|Apr 27 00:42:45||89.491968
1619484166|Apr 27 00:42:46|9|206.784167|206.780323|1.532499|1.638745|84.314470|6.220831|26.187991283755409|111.940171206354265|-129.623556|235.500800|236.198656
1619484168|Apr 27 00:42:48||82.687232
1619484169|Apr 27 00:42:49||183.531776
1619484171|Apr 27 00:42:51||481.948160
1619484173|Apr 27 00:42:53||256.324608
1619484175|Apr 27 00:42:55||279.127296
1619484176|Apr 27 00:42:56||454.468864
1619484178|Apr 27 00:42:58||497.410816
1619484180|Apr 27 00:43:00||667.486976
1619484182|Apr 27 00:43:02||510.234624
1619484184|Apr 27 00:43:04||360.109824
1619484186|Apr 27 00:43:06||407.664640
1619484188|Apr 27 00:43:08||310.073856
1619484190|Apr 27 00:43:10||355.337472
1619484191|Apr 27 00:43:11||519.910656
1619484193|Apr 27 00:43:13||259.474688
1619484195|Apr 27 00:43:15||95.914496
1619484196|Apr 27 00:43:16||76.458240
1619484198|Apr 27 00:43:18||122.975488
1619484199|Apr 27 00:43:19||163.760384
1619484201|Apr 27 00:43:21||81.243136
1619484203|Apr 27 00:43:23||228.734720
1619484204|Apr 27 00:43:24||248.928768
1619484206|Apr 27 00:43:26||177.097216
1619484208|Apr 27 00:43:28||73.403136
1619484209|Apr 27 00:43:29||89.392384
1619484211|Apr 27 00:43:31||81.972736
1619484212|Apr 27 00:43:32||50.731008
1619484214|Apr 27 00:43:34||90.341120
1619484215|Apr 27 00:43:35||220.519936
1619484217|Apr 27 00:43:37||69.000192********************* April 27 Observing Session - beginning 00:43:52 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1619484232|Apr 27 00:43:52|8|207.056119|207.052284|1.532065|1.638064|84.369329|6.227483|26.190387415894641|111.943492032506242|-129.677051|449.584896|450.109952
1619484233|Apr 27 00:43:53||746.418432
1619484236|Apr 27 00:43:56||686.536192
1619484238|Apr 27 00:43:58||47.761920
1619484239|Apr 27 00:43:59||47.892224
1619484241|Apr 27 00:44:01||47.034368
1619484242|Apr 27 00:44:02||47.840256
1619484244|Apr 27 00:44:04||47.192576
1619484245|Apr 27 00:44:05||4.208128
1619484247|Apr 27 00:44:07||93.418496
1619484248|Apr 27 00:44:08||733.176320
1619484250|Apr 27 00:44:10||86.468096
1619484252|Apr 27 00:44:12||24.824832
1619484253|Apr 27 00:44:13||49.189632
1619484255|Apr 27 00:44:15||51.512064
1619484256|Apr 27 00:44:16||0.438272
1619484258|Apr 27 00:44:18||51.775232
1619484259|Apr 27 00:44:19||54.193920
1619484261|Apr 27 00:44:21||79.412736
1619484262|Apr 27 00:44:22||23.783680
1619484263|Apr 27 00:44:23||54.771968
1619484265|Apr 27 00:44:25||56.281856
1619484266|Apr 27 00:44:26||55.001856
1619484268|Apr 27 00:44:28||53.796864
1619484269|Apr 27 00:44:29||53.563904
1619484271|Apr 27 00:44:31||51.996928
1619484272|Apr 27 00:44:32||66.438656
1619484274|Apr 27 00:44:34||0.438784
1619484275|Apr 27 00:44:35||56.608256
1619484277|Apr 27 00:44:37||56.803840
1619484278|Apr 27 00:44:38||12.584192
1619484280|Apr 27 00:44:40||53.869312
1619484281|Apr 27 00:44:41||51.400704
1619484283|Apr 27 00:44:43|6|207.269798|207.265970|1.532745|1.638547|84.334145|6.225654|26.190441749612376|111.942486019972009|-129.642296|15.255808|15.900160
1619484284|Apr 27 00:44:44||54.767616
1619484286|Apr 27 00:44:46||10.135296
1619484287|Apr 27 00:44:47||24.155648
1619484288|Apr 27 00:44:48||97.836288
1619484290|Apr 27 00:44:50||149.166848
1619484291|Apr 27 00:44:51||99.656704
1619484293|Apr 27 00:44:53||98.436864
1619484295|Apr 27 00:44:55||64.792832
1619484296|Apr 27 00:44:56||59.696384
1619484297|Apr 27 00:44:57||58.233600
1619484299|Apr 27 00:44:59||723.680000
1619484301|Apr 27 00:45:01||64.591104
1619484303|Apr 27 00:45:03||727.605504
1619484305|Apr 27 00:45:05||723.746304
1619484307|Apr 27 00:45:07||16.347648
1619484308|Apr 27 00:45:08||63.035648
1619484310|Apr 27 00:45:10||60.379392
1619484311|Apr 27 00:45:11||64.128768
1619484313|Apr 27 00:45:13||23.942144
1619484314|Apr 27 00:45:14||56.534272
1619484316|Apr 27 00:45:16||730.941184
1619484318|Apr 27 00:45:18||698.520832
1619484320|Apr 27 00:45:20|7|207.425146|207.421323|1.532590|1.638249|84.389097|6.227415|26.189792655144309|111.942013705558992|-129.697436|12.995584|13.612288
1619484321|Apr 27 00:45:21||33.838336
1619484323|Apr 27 00:45:23||722.857216
1619484325|Apr 27 00:45:25||14.607104
1619484326|Apr 27 00:45:26||58.337792
1619484328|Apr 27 00:45:28||56.288256
1619484329|Apr 27 00:45:29||57.297664
1619484331|Apr 27 00:45:31||56.086528
1619484332|Apr 27 00:45:32||56.750336
1619484334|Apr 27 00:45:34||54.848256
1619484335|Apr 27 00:45:35||21.843712
1619484337|Apr 27 00:45:37||54.593280
1619484338|Apr 27 00:45:38||57.698304
1619484340|Apr 27 00:45:40||12.389376
1619484341|Apr 27 00:45:41||55.404288
1619484343|Apr 27 00:45:43||718.304512
1619484345|Apr 27 00:45:45||724.281600
1619484347|Apr 27 00:45:47||47.820800
1619484348|Apr 27 00:45:48||53.345024
1619484350|Apr 27 00:45:50||20.853248
1619484351|Apr 27 00:45:51||22.131456
1619484353|Apr 27 00:45:53||717.308672
1619484355|Apr 27 00:45:55||719.701760
1619484357|Apr 27 00:45:57||50.252032
1619484359|Apr 27 00:45:59||50.597632
1619484360|Apr 27 00:46:00||50.271232
1619484361|Apr 27 00:46:01||715.650048
1619484364|Apr 27 00:46:04||20.890368
1619484365|Apr 27 00:46:05||721.006848
1619484367|Apr 27 00:46:07||714.326272
1619484369|Apr 27 00:46:09||56.376576
1619484371|Apr 27 00:46:11||717.665024
1619484373|Apr 27 00:46:13||693.352448
1619484375|Apr 27 00:46:15|7|207.655795|207.651980|1.532593|1.638037|84.348237|6.229501|26.189187043973526|111.941341225280823|-129.656849|22.211072|22.798592
1619484377|Apr 27 00:46:17||693.371392
1619484379|Apr 27 00:46:19||692.434688
1619484381|Apr 27 00:46:21||692.403968
1619484383|Apr 27 00:46:23||702.133760
1619484385|Apr 27 00:46:25||53.837312
1619484386|Apr 27 00:46:26||51.889664
1619484388|Apr 27 00:46:28||54.343680
1619484389|Apr 27 00:46:29|7|207.715485|207.711670|1.531644|1.637032|84.361224|6.231403|26.187669628482155|111.941155654971908|-129.669886|94.444544|94.915840
1619484391|Apr 27 00:46:31|7|207.721013|207.717199|1.531399|1.636782|84.311914|6.228261|26.189506331044861|111.943565529380493|-129.619589|24.801280|25.380096
1619484392|Apr 27 00:46:32||56.551936
1619484394|Apr 27 00:46:34|7|207.734165|207.730351|1.531738|1.637109|84.348237|6.229501|26.189306409708649|111.942812613913773|-129.656227|28.605440|29.902080
1619484395|Apr 27 00:46:35||40.167424
1619484397|Apr 27 00:46:37||56.744704
1619484398|Apr 27 00:46:38||56.553728
1619484400|Apr 27 00:46:40||24.995584
1619484401|Apr 27 00:46:41||705.364736
1619484403|Apr 27 00:46:43||55.381760
1619484405|Apr 27 00:46:45||55.035136
1619484406|Apr 27 00:46:46||701.106176
1619484408|Apr 27 00:46:48||59.821056
1619484410|Apr 27 00:46:50||42.875904
1619484411|Apr 27 00:46:51||713.493760
1619484414|Apr 27 00:46:54||58.680320
1619484415|Apr 27 00:46:55||58.972416
1619484416|Apr 27 00:46:56||59.457280
1619484418|Apr 27 00:46:58||51.415040
1619484419|Apr 27 00:46:59||713.262848
1619484422|Apr 27 00:47:02||58.633728
1619484423|Apr 27 00:47:03||38.272000
1619484425|Apr 27 00:47:05||62.864640
1619484426|Apr 27 00:47:06||58.195200
1619484427|Apr 27 00:47:07|7|207.874790|207.870981|1.531544|1.636783|84.240516|6.229843|26.187216728540818|111.940812945196200|-129.549316|30.129664|30.660608
1619484429|Apr 27 00:47:09||60.789248
1619484430|Apr 27 00:47:10||712.556032
1619484433|Apr 27 00:47:13|7|207.895728|207.891920|1.532268|1.637487|84.384947|6.232525|26.190661143100996|111.943475589778316|-129.692682|41.871616|42.392576
1619484434|Apr 27 00:47:14||122.502656
1619484436|Apr 27 00:47:16|7|207.906908|207.903100|1.531775|1.636983|84.389097|6.227415|26.191276465980451|111.944927276197390|-129.696227|42.381312|43.021568
1619484437|Apr 27 00:47:17||30.060800
1619484438|Apr 27 00:47:18|7|207.919438|207.915630|1.531777|1.636973|84.421309|6.233764|26.188311756358928|111.941655956160034|-129.729771|73.957632|74.544896
1619484440|Apr 27 00:47:20|7|207.926517|207.922709|1.531487|1.636677|84.328125|6.241907|26.189015532935585|111.942885743625652|-129.636078|86.269952|87.570176
1619484441|Apr 27 00:47:21|9|207.930096|207.926291|1.534134|1.639320|84.363050|6.210711|26.191302716734505|111.941258571802337|-129.671738|32.506112|33.054976
1619484443|Apr 27 00:47:23||92.097792
1619484444|Apr 27 00:47:24|9|207.943326|207.939520|1.532874|1.638048|84.376089|6.221184|26.189922322533228|111.941710976314710|-129.684558|32.595200|33.095168
1619484446|Apr 27 00:47:26|7|207.949660|207.945855|1.533805|1.638973|84.416973|6.216142|26.192013855607534|111.942557900019025|-129.725123|35.100928|35.693568
1619484447|Apr 27 00:47:27|8|207.956877|207.953070|1.531396|1.636557|84.348237|6.229501|26.188160016453978|111.942085393255084|-129.656514|71.892480|73.044480
1619484449|Apr 27 00:47:29|7|207.963729|207.959923|1.531871|1.637026|84.332328|6.236771|26.189563267641716|111.942888098042772|-129.640291|113.701376|114.191616
1619484450|Apr 27 00:47:30||110.000128
1619484452|Apr 27 00:47:32|7|207.975327|207.971522|1.532751|1.637894|84.352779|6.226180|26.190847154431275|111.942924271497589|-129.660751|54.782720|55.586048
